Date,Average Discount,Year,Month,Day,Week Day,Week End,Hijri Dates,eid ul fitr,eid ul Adha,Muharrum,Wheat Harvest,Cotton Harvest,brand t140p,brand v177j,brand T75q,brand w32S,brand G56h
03/06/2018,20,2018,3,6,1,0,618,0,0,0,0,0,0,0,0,0,0
03/07/2018,0,2018,3,7,1,0,619,0,0,0,0,0,0,0,0,0,0
03/08/2018,20,2018,3,8,1,0,620,0,0,0,0,0,0,0,0,0,0
03/09/2018,0,2018,3,9,1,0,621,0,0,0,0,0,1,0,0,0,0
03/10/2018,0,2018,3,10,0,1,622,0,0,0,0,0,0,1,0,0,0
03/11/2018,0,2018,3,11,0,1,623,0,0,0,0,0,1,0,0,0,0
03/12/2018,20,2018,3,12,1,0,624,0,0,0,0,0,0,0,0,0,0
13/03/2018,0,2018,3,13,1,0,625,0,0,0,0,0,0,0,0,0,0
14/03/2018,20,2018,3,14,1,0,626,0,0,0,0,0,0,0,0,0,0
15/03/2018,0,2018,3,15,1,0,627,0,0,0,0,0,0,0,0,0,0
16/03/2018,0,2018,3,16,1,0,628,0,0,0,0,0,1,0,0,0,0
17/03/2018,0,2018,3,17,0,1,629,0,0,0,0,0,1,0,0,0,0
18/03/2018,0,2018,3,18,0,1,71,0,0,0,0,0,0,0,0,0,0
19/03/2018,0,2018,3,19,1,0,72,0,0,0,0,0,1,0,0,0,0
20/03/2018,20,2018,3,20,1,0,73,0,0,0,0,0,1,0,0,0,0
21/03/2018,20,2018,3,21,1,0,74,0,0,0,0,0,0,0,0,0,0
22/03/2018,0,2018,3,22,1,0,75,0,0,0,0,0,0,0,0,0,0
23/03/2018,23,2018,3,23,1,0,76,0,0,0,0,0,0,0,0,0,0
24/03/2018,20,2018,3,24,0,1,77,0,0,0,0,0,0,0,0,0,0
25/03/2018,0,2018,3,25,0,1,78,0,0,0,0,0,0,0,0,0,0
26/03/2018,23,2018,3,26,1,0,79,0,0,0,0,0,0,0,0,0,0
27/03/2018,0,2018,3,27,1,0,710,0,0,0,0,0,0,0,0,0,0
28/03/2018,0,2018,3,28,1,0,711,0,0,0,0,0,0,0,0,0,0
29/03/2018,50,2018,3,29,1,0,712,0,0,0,0,0,0,0,0,0,0
30/03/2018,20,2018,3,30,1,0,713,0,0,0,0,0,0,0,1,0,0
31/03/2018,20,2018,3,31,0,1,714,0,0,0,0,0,1,0,0,0,0
04/01/2018,0,2018,4,1,0,1,715,0,0,0,1,0,0,0,0,0,0
04/02/2018,0,2018,4,2,1,0,716,0,0,0,1,0,0,0,0,0,0
04/03/2018,50,2018,4,3,1,0,717,0,0,0,1,0,1,0,0,0,0
04/04/2018,20,2018,4,4,1,0,718,0,0,0,1,0,0,0,0,0,0
04/05/2018,0,2018,4,5,1,0,719,0,0,0,1,0,0,0,0,0,0
04/06/2018,0,2018,4,6,1,0,720,0,0,0,1,0,0,0,0,0,0
04/07/2018,0,2018,4,7,0,1,721,0,0,0,1,0,0,0,0,0,0
04/08/2018,0,2018,4,8,0,1,722,0,0,0,1,0,0,0,0,0,0
04/09/2018,20,2018,4,9,1,0,723,0,0,0,1,0,0,0,0,0,0
04/10/2018,20,2018,4,10,1,0,724,0,0,0,1,0,0,0,0,0,0
04/11/2018,20,2018,4,11,1,0,725,0,0,0,1,0,0,0,0,0,0
04/12/2018,0,2018,4,12,1,0,726,0,0,0,1,0,0,0,0,0,0
13/04/2018,0,2018,4,13,1,0,727,0,0,0,1,0,0,0,0,0,0
14/04/2018,20,2018,4,14,0,1,728,0,0,0,1,0,1,0,0,0,0
15/04/2018,20,2018,4,15,0,1,729,0,0,0,1,0,0,0,1,0,0
16/04/2018,20,2018,4,16,1,0,730,0,0,0,1,0,0,0,0,0,0
17/04/2018,0,2018,4,17,1,0,81,0,0,0,1,0,0,0,0,0,0
18/04/2018,0,2018,4,18,1,0,82,0,0,0,1,0,0,0,0,0,0
19/04/2018,0,2018,4,19,1,0,83,0,0,0,1,0,0,0,0,0,0
20/04/2018,20,2018,4,20,1,0,84,0,0,0,1,0,0,0,0,0,0
21/04/2018,0,2018,4,21,0,1,85,0,0,0,1,0,0,0,0,0,0
22/04/2018,0,2018,4,22,0,1,86,0,0,0,1,0,0,0,0,0,0
23/04/2018,20,2018,4,23,1,0,87,0,0,0,1,0,0,0,0,0,0
24/04/2018,0,2018,4,24,1,0,88,0,0,0,1,0,0,0,0,0,0
25/04/2018,0,2018,4,25,1,0,89,0,0,0,1,0,0,0,0,0,0
26/04/2018,0,2018,4,26,1,0,810,0,0,0,1,0,0,0,0,0,0
27/04/2018,0,2018,4,27,1,0,811,0,0,0,1,0,0,0,0,0,0
28/04/2018,20,2018,4,28,0,1,812,0,0,0,1,0,0,0,0,0,0
29/04/2018,20,2018,4,29,0,1,813,0,0,0,1,0,1,0,0,0,0
30/04/2018,20,2018,4,30,1,0,814,0,0,0,1,0,1,0,0,0,0
05/01/2018,20,2018,5,1,1,0,815,0,0,0,1,0,0,0,0,0,0
05/02/2018,0,2018,5,2,1,0,816,0,0,0,1,0,0,0,0,0,0
05/03/2018,20,2018,5,3,1,0,817,0,0,0,1,0,0,0,0,0,0
05/04/2018,50,2018,5,4,1,0,818,0,0,0,1,0,1,0,0,0,0
05/05/2018,20,2018,5,5,0,1,819,0,0,0,1,0,0,0,0,0,0
05/06/2018,0,2018,5,6,0,1,820,0,0,0,1,0,0,0,0,0,0
05/07/2018,0,2018,5,7,1,0,821,0,0,0,1,0,0,0,0,0,0
05/08/2018,0,2018,5,8,1,0,822,0,0,0,1,0,0,0,0,0,0
05/09/2018,0,2018,5,9,1,0,823,0,0,0,1,0,0,0,0,0,0
05/10/2018,0,2018,5,10,1,0,824,0,0,0,1,0,1,0,0,0,0
05/11/2018,0,2018,5,11,1,0,825,0,0,0,1,0,0,0,0,0,0
05/12/2018,0,2018,5,12,0,1,826,0,0,0,1,0,0,0,0,0,0
13/05/2018,0,2018,5,13,0,1,827,0,0,0,1,0,1,0,0,0,0
14/05/2018,0,2018,5,14,1,0,828,0,0,0,1,0,0,0,0,0,0
15/05/2018,0,2018,5,15,1,0,829,0,0,0,1,0,0,0,0,0,0
16/05/2018,0,2018,5,16,1,0,91,0,0,0,1,0,0,0,0,0,0
17/05/2018,0,2018,5,17,1,0,92,0,0,0,1,0,0,0,0,0,0
18/05/2018,0,2018,5,18,1,0,93,0,0,0,1,0,0,0,0,0,0
19/05/2018,0,2018,5,19,0,1,94,0,0,0,1,0,0,0,0,0,0
20/05/2018,0,2018,5,20,0,1,95,0,0,0,1,0,0,0,0,0,0
21/05/2018,0,2018,5,21,1,0,96,0,0,0,1,0,0,0,0,0,0
22/05/2018,0,2018,5,22,1,0,97,0,0,0,1,0,0,0,0,0,0
23/05/2018,0,2018,5,23,1,0,98,0,0,0,1,0,0,0,0,0,0
24/05/2018,0,2018,5,24,1,0,99,0,0,0,1,0,0,0,0,0,0
25/05/2018,0,2018,5,25,1,0,910,0,0,0,1,0,0,0,0,0,0
26/05/2018,0,2018,5,26,0,1,911,0,0,0,1,0,1,0,0,0,0
27/05/2018,0,2018,5,27,0,1,912,0,0,0,1,0,1,0,0,0,0
28/05/2018,0,2018,5,28,1,0,913,0,0,0,1,0,0,0,0,0,0
29/05/2018,0,2018,5,29,1,0,914,0,0,0,1,0,1,0,0,0,0
30/05/2018,0,2018,5,30,1,0,915,0,0,0,1,0,0,0,0,0,0
31/05/2018,0,2018,5,31,1,0,916,0,0,0,1,0,0,0,0,0,0
06/01/2018,0,2018,6,1,1,0,917,0,0,0,0,0,0,0,0,0,0
06/02/2018,0,2018,6,2,0,1,918,1,0,0,0,0,1,0,0,0,0
06/03/2018,0,2018,6,3,0,1,919,1,0,0,0,0,0,0,0,0,0
06/04/2018,0,2018,6,4,1,0,920,1,0,0,0,0,0,0,0,0,0
06/05/2018,0,2018,6,5,1,0,921,1,0,0,0,0,0,0,0,0,0
06/06/2018,0,2018,6,6,1,0,922,1,0,0,0,0,1,0,0,0,0
06/07/2018,20,2018,6,7,1,0,923,1,0,0,0,0,1,0,0,0,0
06/08/2018,0,2018,6,8,1,0,924,1,0,0,0,0,0,0,0,0,0
06/09/2018,0,2018,6,9,0,1,925,1,0,0,0,0,1,0,0,0,0
06/10/2018,0,2018,6,10,0,1,926,1,0,0,0,0,0,0,0,0,0
06/11/2018,0,2018,6,11,1,0,927,1,0,0,0,0,1,0,0,0,0
06/12/2018,0,2018,6,12,1,0,928,1,0,0,0,0,1,0,0,0,0
13/06/2018,0,2018,6,13,1,0,929,1,0,0,0,0,0,0,0,0,0
14/06/2018,0,2018,6,14,1,0,930,1,0,0,0,0,0,0,1,0,0
15/06/2018,0,2018,6,15,1,0,101,1,0,0,0,0,0,0,0,0,0
16/06/2018,0,2018,6,16,0,1,102,1,0,0,0,0,0,0,0,0,0
18/06/2018,0,2018,6,18,1,0,104,0,0,0,0,0,0,0,1,0,0
19/06/2018,0,2018,6,19,1,0,105,0,0,0,0,0,0,0,0,0,0
20/06/2018,0,2018,6,20,1,0,106,0,0,0,0,0,0,0,1,0,0
21/06/2018,0,2018,6,21,1,0,107,0,0,0,0,0,0,0,0,0,0
22/06/2018,0,2018,6,22,1,0,108,0,0,0,0,0,0,0,0,0,0
23/06/2018,0,2018,6,23,0,1,109,0,0,0,0,0,0,0,0,0,0
24/06/2018,0,2018,6,24,0,1,1010,0,0,0,0,0,0,0,0,0,0
25/06/2018,0,2018,6,25,1,0,1011,0,0,0,0,0,0,0,0,0,0
26/06/2018,0,2018,6,26,1,0,1012,0,0,0,0,0,0,0,0,1,0
27/06/2018,0,2018,6,27,1,0,1013,0,0,0,0,0,0,0,0,0,0
28/06/2018,0,2018,6,28,1,0,1014,0,0,0,0,0,0,0,0,0,0
29/06/2018,30,2018,6,29,1,0,1015,0,0,0,0,0,0,0,0,0,0
30/06/2018,0,2018,6,30,0,1,1016,0,0,0,0,0,0,0,0,0,0
07/01/2018,0,2018,7,1,0,1,1017,0,0,0,0,0,0,0,0,0,0
07/02/2018,0,2018,7,2,1,0,1018,0,0,0,0,0,1,0,0,0,0
07/03/2018,0,2018,7,3,1,0,1019,0,0,0,0,0,0,0,0,0,0
07/04/2018,0,2018,7,4,1,0,1020,0,0,0,0,0,0,0,0,1,0
07/05/2018,0,2018,7,5,1,0,1021,0,0,0,0,0,0,0,0,0,0
07/06/2018,0,2018,7,6,1,0,1022,0,0,0,0,0,0,0,1,0,0
07/07/2018,0,2018,7,7,0,1,1023,0,0,0,0,0,0,0,0,1,0
07/08/2018,0,2018,7,8,0,1,1024,0,0,0,0,0,0,0,0,1,0
07/09/2018,0,2018,7,9,1,0,1025,0,0,0,0,0,0,0,0,0,0
07/10/2018,0,2018,7,10,1,0,1026,0,0,0,0,0,0,0,0,0,0
07/11/2018,49,2018,7,11,1,0,1027,0,0,0,0,0,0,0,0,0,0
07/12/2018,0,2018,7,12,1,0,1028,0,0,0,0,0,0,0,2,0,0
13/07/2018,0,2018,7,13,1,0,1029,0,0,0,0,0,1,0,0,0,0
14/07/2018,0,2018,7,14,0,1,111,0,0,0,0,0,0,0,0,0,0
15/07/2018,0,2018,7,15,0,1,112,0,0,0,0,0,0,0,0,0,0
16/07/2018,0,2018,7,16,1,0,113,0,0,0,0,0,1,0,0,0,0
17/07/2018,0,2018,7,17,1,0,114,0,0,0,0,0,0,0,0,0,0
18/07/2018,0,2018,7,18,1,0,115,0,0,0,0,0,0,0,0,0,0
19/07/2018,0,2018,7,19,1,0,116,0,0,0,0,0,0,0,0,0,0
20/07/2018,0,2018,7,20,1,0,117,0,0,0,0,0,0,0,0,0,0
21/07/2018,0,2018,7,21,0,1,118,0,0,0,0,0,0,0,0,0,0
22/07/2018,0,2018,7,22,0,1,119,0,0,0,0,0,0,0,0,0,0
23/07/2018,0,2018,7,23,1,0,1110,0,0,0,0,0,0,0,0,1,0
24/07/2018,0,2018,7,24,1,0,1111,0,0,0,0,0,0,0,0,1,0
25/07/2018,0,2018,7,25,1,0,1112,0,0,0,0,0,0,0,0,0,0
26/07/2018,0,2018,7,26,1,0,1113,0,0,0,0,0,0,0,0,0,0
27/07/2018,0,2018,7,27,1,0,1114,0,0,0,0,0,0,0,0,0,0
28/07/2018,0,2018,7,28,0,1,1115,0,0,0,0,0,0,0,0,0,0
29/07/2018,0,2018,7,29,0,1,1116,0,0,0,0,0,1,0,0,0,0
30/07/2018,0,2018,7,30,1,0,1117,0,0,0,0,0,1,0,0,0,0
31/07/2018,0,2018,7,31,1,0,1118,0,0,0,0,0,0,0,0,0,0
08/01/2018,0,2018,8,1,1,0,1119,0,0,0,0,0,0,0,0,0,0
08/02/2018,20,2018,8,2,1,0,1120,0,0,0,0,0,0,0,0,0,0
08/03/2018,0,2018,8,3,1,0,1121,0,0,0,0,0,0,0,0,0,0
08/04/2018,0,2018,8,4,0,1,1122,0,0,0,0,0,0,0,0,0,0
08/05/2018,0,2018,8,5,0,1,1123,0,0,0,0,0,0,0,0,0,0
08/06/2018,0,2018,8,6,1,0,1124,0,0,0,0,0,0,0,0,0,0
08/07/2018,0,2018,8,7,1,0,1125,0,0,0,0,0,0,1,0,0,0
08/08/2018,0,2018,8,8,1,0,1126,0,0,0,0,0,0,0,0,0,0
08/09/2018,0,2018,8,9,1,0,1127,0,0,0,0,0,0,0,0,0,0
08/10/2018,0,2018,8,10,1,0,1128,0,0,0,0,0,0,0,0,0,0
08/11/2018,14,2018,8,11,0,1,1129,0,0,0,0,0,0,0,0,0,0
08/12/2018,13,2018,8,12,0,1,121,0,0,0,0,0,0,0,0,0,0
13/08/2018,14,2018,8,13,1,0,122,0,0,0,0,0,0,0,1,0,0
14/08/2018,14,2018,8,14,1,0,123,0,0,0,0,0,0,0,0,0,0
15/08/2018,14,2018,8,15,1,0,124,0,0,0,0,0,0,1,0,0,0
16/08/2018,0,2018,8,16,1,0,125,0,1,0,0,0,0,0,0,0,0
17/08/2018,0,2018,8,17,1,0,126,0,1,0,0,0,0,0,0,0,0
18/08/2018,0,2018,8,18,0,1,127,0,1,0,0,0,0,0,0,0,0
19/08/2018,50,2018,8,19,0,1,128,0,1,0,0,0,0,0,0,0,0
20/08/2018,0,2018,8,20,1,0,129,0,1,0,0,0,0,0,2,0,0
21/08/2018,0,2018,8,21,1,0,1210,0,1,0,0,0,0,0,0,0,0
24/08/2018,0,2018,8,24,1,0,1213,0,0,0,0,0,1,0,0,0,0
25/08/2018,0,2018,8,25,0,1,1214,0,0,0,0,0,0,0,0,0,0
26/08/2018,0,2018,8,26,0,1,1215,0,0,0,0,0,0,0,0,0,0
27/08/2018,0,2018,8,27,1,0,1216,0,0,0,0,0,0,0,0,0,0
28/08/2018,0,2018,8,28,1,0,1217,0,0,0,0,0,0,0,0,0,0
29/08/2018,0,2018,8,29,1,0,1218,0,0,0,0,0,0,0,0,0,0
30/08/2018,0,2018,8,30,1,0,1219,0,0,0,0,0,0,0,0,0,0
31/08/2018,0,2018,8,31,1,0,1220,0,0,0,0,0,0,0,0,1,0
09/01/2018,0,2018,9,1,0,1,1221,0,0,0,0,0,0,0,0,0,0
09/02/2018,50,2018,9,2,0,1,1222,0,0,0,0,0,0,0,0,0,0
09/03/2018,0,2018,9,3,1,0,1223,0,0,0,0,0,0,0,0,0,0
09/04/2018,0,2018,9,4,1,0,1224,0,0,0,0,0,0,0,0,0,0
09/05/2018,0,2018,9,5,1,0,1225,0,0,0,0,0,0,0,0,0,0
09/06/2018,0,2018,9,6,1,0,1226,0,0,0,0,0,0,0,0,0,0
09/07/2018,0,2018,9,7,1,0,1227,0,0,0,0,0,0,0,0,0,0
09/08/2018,0,2018,9,8,0,1,1228,0,0,0,0,0,0,0,0,0,0
09/09/2018,0,2018,9,9,0,1,1229,0,0,0,0,0,0,0,0,0,0
09/10/2018,0,2018,9,10,1,0,1230,0,0,0,0,0,0,0,0,0,0
09/11/2018,0,2018,9,11,1,0,11,0,0,0,0,0,0,0,0,0,0
09/12/2018,0,2018,9,12,1,0,12,0,0,0,0,0,1,0,0,0,0
13/09/2018,0,2018,9,13,1,0,13,0,0,0,0,0,0,0,0,0,0
14/09/2018,0,2018,9,14,1,0,14,0,0,0,0,0,1,0,0,0,0
15/09/2018,0,2018,9,15,0,1,15,0,0,0,0,0,0,0,0,0,0
16/09/2018,0,2018,9,16,0,1,16,0,0,0,0,0,0,0,0,0,0
17/09/2018,0,2018,9,17,1,0,17,0,0,0,0,0,0,0,0,0,0
18/09/2018,0,2018,9,18,1,0,18,0,0,0,0,0,0,0,0,0,0
19/09/2018,0,2018,9,19,1,0,19,0,0,0,0,0,1,0,0,0,0
22/09/2018,0,2018,9,22,0,1,112,0,0,0,0,0,0,0,1,0,0
23/09/2018,0,2018,9,23,0,1,113,0,0,0,0,0,0,0,0,1,0
24/09/2018,0,2018,9,24,1,0,114,0,0,0,0,0,0,0,0,0,0
25/09/2018,0,2018,9,25,1,0,115,0,0,0,0,0,0,0,0,0,0
26/09/2018,0,2018,9,26,1,0,116,0,0,0,0,0,0,0,0,0,0
27/09/2018,0,2018,9,27,1,0,117,0,0,0,0,0,0,0,0,0,0
28/09/2018,0,2018,9,28,1,0,118,0,0,0,0,0,0,0,0,0,0
29/09/2018,0,2018,9,29,0,1,119,0,0,0,0,0,0,0,0,0,0
30/09/2018,0,2018,9,30,0,1,120,0,0,0,0,0,0,0,0,0,0
10/01/2018,50,2018,10,1,1,0,121,0,0,0,0,1,0,0,0,0,0
10/02/2018,0,2018,10,2,1,0,122,0,0,0,0,1,1,0,0,0,0
10/03/2018,0,2018,10,3,1,0,123,0,0,0,0,1,0,0,0,0,0
10/04/2018,0,2018,10,4,1,0,124,0,0,0,0,1,0,0,0,0,0
10/05/2018,0,2018,10,5,1,0,125,0,0,0,0,1,0,0,0,0,0
10/06/2018,0,2018,10,6,0,1,126,0,0,0,0,1,0,0,0,0,0
10/07/2018,0,2018,10,7,0,1,127,0,0,0,0,1,0,0,0,0,0
10/08/2018,0,2018,10,8,1,0,128,0,0,0,0,1,0,0,0,0,0
10/09/2018,0,2018,10,9,1,0,129,0,0,0,0,1,0,0,0,0,0
10/10/2018,0,2018,10,10,1,0,21,0,0,0,0,1,1,0,0,0,0
10/11/2018,0,2018,10,11,1,0,22,0,0,0,0,1,0,0,0,0,0
10/12/2018,0,2018,10,12,1,0,23,0,0,0,0,1,0,0,0,0,0
13/10/2018,0,2018,10,13,0,1,24,0,0,0,0,1,0,0,0,0,0
14/10/2018,20,2018,10,14,0,1,25,0,0,0,0,1,0,0,0,0,0
15/10/2018,0,2018,10,15,1,0,26,0,0,0,0,1,0,0,0,0,0
16/10/2018,30,2018,10,16,1,0,27,0,0,0,0,1,0,0,0,0,0
17/10/2018,17,2018,10,17,1,0,28,0,0,0,0,1,1,0,0,0,0
18/10/2018,16,2018,10,18,1,0,29,0,0,0,0,1,0,0,0,0,0
19/10/2018,15,2018,10,19,1,0,210,0,0,0,0,1,0,0,1,0,0
20/10/2018,15,2018,10,20,0,1,211,0,0,0,0,1,1,0,0,0,0
21/10/2018,16,2018,10,21,0,1,212,0,0,0,0,1,1,0,0,0,0
22/10/2018,15,2018,10,22,1,0,213,0,0,0,0,1,0,0,0,0,0
23/10/2018,16,2018,10,23,1,0,214,0,0,0,0,1,0,0,0,0,0
24/10/2018,15,2018,10,24,1,0,215,0,0,0,0,1,0,0,0,0,0
25/10/2018,15,2018,10,25,1,0,216,0,0,0,0,1,1,0,0,0,0
26/10/2018,15,2018,10,26,1,0,217,0,0,0,0,1,0,0,0,0,0
27/10/2018,15,2018,10,27,0,1,218,0,0,0,0,1,0,0,0,0,0
28/10/2018,15,2018,10,28,0,1,219,0,0,0,0,1,0,0,0,0,0
29/10/2018,15,2018,10,29,1,0,220,0,0,0,0,1,0,0,1,0,0
30/10/2018,15,2018,10,30,1,0,221,0,0,0,0,1,0,0,0,0,0
31/10/2018,15,2018,10,31,1,0,222,0,0,0,0,1,0,0,0,0,0
11/01/2018,15,2018,11,1,1,0,223,0,0,0,0,1,0,0,0,0,0
11/02/2018,17,2018,11,2,1,0,224,0,0,0,0,1,0,0,0,0,0
11/03/2018,16,2018,11,3,0,1,225,0,0,0,0,1,0,0,0,1,0
11/04/2018,16,2018,11,4,0,1,226,0,0,0,0,1,0,0,0,0,0
11/05/2018,15,2018,11,5,1,0,227,0,0,0,0,1,0,0,0,0,0
11/06/2018,15,2018,11,6,1,0,228,0,0,0,0,1,0,0,0,0,0
11/07/2018,15,2018,11,7,1,0,229,0,0,0,0,1,0,0,0,0,0
11/08/2018,15,2018,11,8,1,0,230,0,0,0,0,1,0,0,0,0,0
11/09/2018,17,2018,11,9,1,0,31,0,0,0,0,1,0,0,0,0,0
11/10/2018,17,2018,11,10,0,1,32,0,0,0,0,1,0,0,0,0,0
11/11/2018,15,2018,11,11,0,1,33,0,0,0,0,1,0,0,0,0,0
11/12/2018,15,2018,11,12,1,0,34,0,0,0,0,1,0,0,0,0,0
13/11/2018,15,2018,11,13,1,0,35,0,0,0,0,1,1,0,0,0,0
14/11/2018,15,2018,11,14,1,0,36,0,0,0,0,1,0,0,0,0,0
15/11/2018,15,2018,11,15,1,0,37,0,0,0,0,1,1,0,0,0,0
16/11/2018,15,2018,11,16,1,0,38,0,0,0,0,1,0,0,0,0,0
17/11/2018,15,2018,11,17,0,1,39,0,0,0,0,1,0,0,0,0,0
18/11/2018,15,2018,11,18,0,1,310,0,0,0,0,1,0,0,0,0,0
19/11/2018,15,2018,11,19,1,0,311,0,0,0,0,1,0,0,0,0,0
20/11/2018,15,2018,11,20,1,0,312,0,0,0,0,1,0,0,1,0,0
21/11/2018,15,2018,11,21,1,0,313,0,0,0,0,1,0,0,0,0,0
22/11/2018,15,2018,11,22,1,0,314,0,0,0,0,1,0,0,0,0,0
23/11/2018,23,2018,11,23,1,0,315,0,0,0,0,1,0,0,0,1,0
24/11/2018,16,2018,11,24,0,1,316,0,0,0,0,1,0,0,0,0,0
25/11/2018,15,2018,11,25,0,1,317,0,0,0,0,1,1,0,0,0,0
26/11/2018,15,2018,11,26,1,0,318,0,0,0,0,1,0,0,0,0,0
27/11/2018,15,2018,11,27,1,0,319,0,0,0,0,1,0,0,1,0,0
28/11/2018,15,2018,11,28,1,0,320,0,0,0,0,1,0,0,0,0,0
29/11/2018,15,2018,11,29,1,0,321,0,0,0,0,1,0,0,0,0,0
30/11/2018,15,2018,11,30,1,0,322,0,0,0,0,1,0,0,0,0,0
12/01/2018,16,2018,12,1,0,1,323,0,0,0,0,0,0,0,0,0,0
12/02/2018,15,2018,12,2,0,1,324,0,0,0,0,0,1,0,0,0,0
12/03/2018,15,2018,12,3,1,0,325,0,0,0,0,0,1,0,0,0,0
12/04/2018,17,2018,12,4,1,0,326,0,0,0,0,0,0,0,0,0,0
12/05/2018,15,2018,12,5,1,0,327,0,0,0,0,0,1,0,0,0,0
12/06/2018,17,2018,12,6,1,0,328,0,0,0,0,0,0,0,1,0,0
12/07/2018,15,2018,12,7,1,0,329,0,0,0,0,0,0,0,0,0,0
12/08/2018,15,2018,12,8,0,1,41,0,0,0,0,0,0,0,0,0,0
12/09/2018,15,2018,12,9,0,1,42,0,0,0,0,0,1,0,0,0,0
12/11/2018,15,2018,12,11,1,0,44,0,0,0,0,0,2,0,0,0,0
12/12/2018,15,2018,12,12,1,0,45,0,0,0,0,0,0,0,0,0,0
13/12/2018,15,2018,12,13,1,0,46,0,0,0,0,0,0,0,0,0,0
14/12/2018,15,2018,12,14,1,0,47,0,0,0,0,0,0,0,1,0,0
15/12/2018,15,2018,12,15,0,1,48,0,0,0,0,0,1,0,0,0,0
16/12/2018,15,2018,12,16,0,1,49,0,0,0,0,0,0,0,0,0,0
17/12/2018,15,2018,12,17,1,0,410,0,0,0,0,0,0,0,0,0,0
18/12/2018,15,2018,12,18,1,0,411,0,0,0,0,0,1,0,0,0,0
19/12/2018,15,2018,12,19,1,0,412,0,0,0,0,0,0,0,1,0,0
20/12/2018,15,2018,12,20,1,0,413,0,0,0,0,0,0,0,0,0,0
21/12/2018,15,2018,12,21,1,0,414,0,0,0,0,0,1,0,0,0,0
22/12/2018,15,2018,12,22,0,1,415,0,0,0,0,0,0,0,0,0,0
23/12/2018,15,2018,12,23,0,1,416,0,0,0,0,0,0,0,0,0,0
24/12/2018,16,2018,12,24,1,0,417,0,0,0,0,0,0,0,0,0,0
25/12/2018,15,2018,12,25,1,0,418,0,0,0,0,0,0,0,0,0,0
26/12/2018,15,2018,12,26,1,0,419,0,0,0,0,0,0,0,1,0,0
27/12/2018,15,2018,12,27,1,0,420,0,0,0,0,0,0,0,0,0,0
28/12/2018,15,2018,12,28,1,0,421,0,0,0,0,0,0,0,0,0,0
29/12/2018,15,2018,12,29,0,1,422,0,0,0,0,0,1,0,0,0,0
30/12/2018,17,2018,12,30,0,1,423,0,0,0,0,0,0,0,0,0,0
31/12/2018,15,2018,12,31,1,0,424,0,0,0,0,0,0,0,0,0,0
01/01/2019,15,2019,1,1,1,0,423,0,0,0,0,0,0,0,0,0,0
01/02/2019,15,2019,1,2,1,0,424,0,0,0,0,0,0,0,0,0,0
01/03/2019,16,2019,1,3,1,0,425,0,0,0,0,0,0,0,0,0,0
01/04/2019,15,2019,1,4,1,0,426,0,0,0,0,0,0,0,0,0,0
01/05/2019,15,2019,1,5,0,1,427,0,0,0,0,0,0,0,0,0,0
01/06/2019,15,2019,1,6,0,1,428,0,0,0,0,0,0,0,0,0,0
01/07/2019,15,2019,1,7,1,0,429,0,0,0,0,0,0,0,0,0,0
01/08/2019,15,2019,1,8,1,0,430,0,0,0,0,0,0,0,0,0,0
01/09/2019,15,2019,1,9,1,0,51,0,0,0,0,0,1,0,0,0,0
01/10/2019,15,2019,1,10,1,0,52,0,0,0,0,0,0,0,0,0,0
01/11/2019,15,2019,1,11,1,0,53,0,0,0,0,0,0,0,0,0,0
01/12/2019,15,2019,1,12,0,1,54,0,0,0,0,0,0,0,0,0,0
13/01/2019,15,2019,1,13,0,1,55,0,0,0,0,0,0,0,0,0,0
14/01/2019,15,2019,1,14,1,0,56,0,0,0,0,0,0,0,0,0,0
15/01/2019,15,2019,1,15,1,0,57,0,0,0,0,0,2,0,0,0,0
16/01/2019,15,2019,1,16,1,0,58,0,0,0,0,0,0,0,0,0,0
17/01/2019,15,2019,1,17,1,0,59,0,0,0,0,0,0,0,0,0,0
18/01/2019,16,2019,1,18,1,0,510,0,0,0,0,0,0,0,0,0,0
19/01/2019,15,2019,1,19,0,1,511,0,0,0,0,0,1,0,0,0,0
20/01/2019,16,2019,1,20,0,1,512,0,0,0,0,0,1,0,0,0,0
21/01/2019,15,2019,1,21,1,0,513,0,0,0,0,0,0,0,0,0,0
23/01/2019,15,2019,1,23,1,0,515,0,0,0,0,0,0,0,0,0,0
24/01/2019,15,2019,1,24,1,0,516,0,0,0,0,0,0,0,0,0,0
25/01/2019,15,2019,1,25,1,0,517,0,0,0,0,0,0,0,0,0,0
26/01/2019,15,2019,1,26,0,1,518,0,0,0,0,0,1,0,0,0,0
27/01/2019,15,2019,1,27,0,1,519,0,0,0,0,0,0,0,0,0,0
28/01/2019,15,2019,1,28,1,0,520,0,0,0,0,0,0,0,0,0,0
29/01/2019,15,2019,1,29,1,0,521,0,0,0,0,0,0,0,0,0,0
30/01/2019,16,2019,1,30,1,0,522,0,0,0,0,0,1,0,0,0,0
31/01/2019,15,2019,1,31,1,0,523,0,0,0,0,0,0,0,0,0,0
02/01/2019,15,2019,2,1,1,0,523,0,0,0,0,0,0,0,0,0,0
02/02/2019,15,2019,2,2,0,1,524,0,0,0,0,0,0,0,0,0,0
02/03/2019,15,2019,2,3,0,1,525,0,0,0,0,0,0,0,0,0,0
02/04/2019,15,2019,2,4,1,0,526,0,0,0,0,0,1,0,0,0,0
